date,username,retweets,text,mentions,hashtags
2018-08-09 11:40:35,name_is_Sana,75,"As many as 11 people 're reported dead in Idukki district, 6 in Malappuram, 2 in Kozhikode n 1 in Wayanad #Keralarains 22 dams opened simultaneously As precaution Cochin InternationalAirport suspends all landing activities frm 1pm 2day owing to d rains #KeralaFloods #Kerala pic.twitter.com/GE8dQYvpTm",,#Keralarains #KeralaFloods #Kerala
2018-08-09 11:38:20,manasvi_s,0,"damage caused due to #KeralaFloods mainly attributed to encroachment by missionary churches at various hills and rural places. required stern action against them. #kerala #church",,#KeralaFloods #kerala #church
2018-08-09 11:36:24,imbindassM,0,"FOLLOW ALL UPDATES HERE. #KeralaFloods fury: 20 deaths in a day; highly alarming situation, says CM Pinarayi Vijayan https:// goo.gl/azHLS5 via @NewIndianXpress",@NewIndianXpress,#KeralaFloods
2018-08-09 11:35:09,RapidResponse,7,"#KeralaFloods : BePrepared & StaySafe. #KeralaRains #KeralaFlood #KeralaRain #Kerala #Palakkad #Kochi #kochiairport #FloodPreparedness pic.twitter.com/AoHZbb93Ne",,#KeralaFloods #KeralaRains #KeralaFlood #KeralaRain #Kerala #Palakkad #Kochi #kochiairport #FloodPreparedness
2018-08-09 11:33:58,connecting100,0,"The gates of the Idukki dam was opened today. The move comes after the third shutter of the Idukki dam has been raised 50 cm at 12.30 pm as part of the trial run for opening the Idukki dam. #KeralaFloods #Kerala #KeralaRain pic.twitter.com/8saxjiG11a",,#KeralaFloods #Kerala #KeralaRain
2018-08-09 11:33:52,saysarun,0,"Does anyone have a proper list of all the dams in Kerala with capacities, and other dimensions? #Dam #KeralaFloods",,#Dam #KeralaFloods
2018-08-09 11:29:37,TLM_Politics,2,"#keralarains : Landslides, floods kill 22 people; #kochiairport suspends arrivals. #Kochi #KeralaFloods #TheLiveMirror @SauravMukherji https://www. thelivemirror.com/kerala-rains-l andslides-kill-22-people-kochi-airport-suspends-arrivals/ …",@SauravMukherji,#keralarains #kochiairport #Kochi #KeralaFloods #TheLiveMirror
2018-08-09 11:29:27,thelivemirror,0,"#keralarains : Landslides, floods kill 22 people; #kochiairport suspends arrivals. #Kochi #KeralaFloods #TheLiveMirror @SauravMukherji https://www. thelivemirror.com/kerala-rains-l andslides-kill-22-people-kochi-airport-suspends-arrivals/ …",@SauravMukherji,#keralarains #kochiairport #Kochi #KeralaFloods #TheLiveMirror
2018-08-09 11:28:56,Studioj2011,0,"Finally hoping to be back home town #CIAL #keralarains #KeralaFloods https:// twitter.com/TheWeekLive/st atus/1027500498646065153 …",,#CIAL #keralarains #KeralaFloods
2018-08-09 11:23:02,MICDropBaam,0,"#KeralaFloods we are a state who provides significantly to the income of Indian government through foreign currency, spices export etc. The central government takes our money and tries to develop other states, they don't even care if the people die here.",,#KeralaFloods
2018-08-09 11:21:29,EvergreenSumi03,0,"What are the Career Opportunities in Safety course? https://www. linkedin.com/pulse/what-car eer-opportunities-safety-course-sumathi-s/?published=t … #career #fresher #student #course #Vishwaroopam2FromTomorrow #KeralaFloods #Trisha #IdukkiDam #KeralaRain",,#career #fresher #student #course #Vishwaroopam2FromTomorrow #KeralaFloods #Trisha #IdukkiDam #KeralaRain
2018-08-09 11:20:42,udayavani_web,0,"Flood situation 'grave' in #KeralaFloods ; 20 dead, 22 dams opened http:// bit.ly/2Mx8Li8",,#KeralaFloods
2018-08-09 11:19:41,Sudhi_Manchira,3,"Big Breaking : Water authority stopped pumping from Aluva & Muvattupuzha Shortage of water will effect in Kochi for 3 days Be prepare & store drinking water Share This News #IdukkiDam #KeralaFloods pic.twitter.com/u8S0v5hpL3",,#IdukkiDam #KeralaFloods
2018-08-09 11:19:15,indiavoicenews,1,"Visual of #KeralaFloods pic.twitter.com/6IZbiyh4dv",,#KeralaFloods
2018-08-09 11:17:54,bijugovind,29,"#keralarains #KeralaFloods #Nilambur #Wandoor road #Malappuram #Kerala pic.twitter.com/u4b4dfljUl",,#keralarains #KeralaFloods #Nilambur #Wandoor #Malappuram #Kerala
2018-08-09 11:17:34,NajmaFatma16,3,"Historic Moment After 26 years, shutters of the #IdukkiDam opened for trial run as water level rises up to nearly 2399 ft in the reservoir. One of the 5 Shutters the middle shutter of the Cheruthoni dam has been lifeted up by 50cm for trial Run. #KeralaFloods #KeralaRains",,#IdukkiDam #KeralaFloods #KeralaRains
2018-08-09 11:17:31,ShijUKrRisH,0,"Kerala rains LIVE: Death toll rises to 22, operations resume at Kochi airport, red alert in Wayanad #KeralaFloods",,#KeralaFloods
2018-08-09 11:17:29,indiavoicenews,6,"18 people killed due to heavy rainfall and landslides in Kerala. #KeralaFloods pic.twitter.com/G2ptRLKwNS",,#KeralaFloods
2018-08-09 11:17:19,Daivas111,2,"#keralarains It's getting worse.. #Kerala Continue to be in #KeralaFloods pic.twitter.com/eDgbh4QEfC – at Kidangara",,#keralarains #Kerala #KeralaFloods
2018-08-09 11:16:58,ShijUKrRisH,0,"Big Breaking : Water authority stopped pumping from Aluva & Muvattupuzha. Shortage of water will effect in Kochi for 3 days Save Water #IdukkiDam #KeralaFloods https://twitter.com/Forumreelz/status/1027511589602115584/photo/1 pic.twitter.com/hMvIgi4bup",,#IdukkiDam #KeralaFloods
2018-08-09 11:15:02,roshini008,0,"20 killed as heavy rains wreak havoc in Kerala, Over 100 houses vacated,12 camps set up in Paravur Taluk #keralarains #KeralaRain #KeralaFloods #Kerala",,#keralarains #KeralaRain #KeralaFloods #Kerala
2018-08-09 11:14:07,dilrajnp,0,"Rides like these are extremely dangerous in heavy #KeralaRain #KeralaFloods . Guidelines for #tourists in #Kerala pic.twitter.com/WBbeu0weoe",,#KeralaRain #KeralaFloods #tourists #Kerala
2018-08-09 11:13:50,Veeru_Journo,0,"The trial run prior to the opening of the Idukki dam #Kerala #KeralaFloods pic.twitter.com/cBI8cTFpsY",,#Kerala #KeralaFloods
2018-08-09 11:13:41,latestly,1,"Kerala Rains Claim 20 Lives, Several Rescued From Flooded Low-Lying Areas; Air, Road, Rail Traffic Affected #KeralaFloods #Kerala #KeralaRain https://www. latestly.com/india/news/ker ala-rains-claim-20-lives-several-rescued-from-flooded-low-lying-areas-air-road-rail-traffic-affected-315700.html …",,#KeralaFloods #Kerala #KeralaRain
2018-08-09 11:12:04,Studioj2011,0,"Be safe #KeralaFloods https:// twitter.com/drshamamohd/st atus/1027474683854172161 …",,#KeralaFloods
2018-08-09 11:11:54,irfannathi,1,"After 26 years, shutters of the #IdukkiDam opened for trial run as water level rises up to nearly 2399 ft in the reservoir. 1 of 5 Shutters the middle shutter of the Cheruthoni dam has been lifeted up by 50cm for trial Run. #KeralaFloods #keralaRains #keralarains #kerala #BeSafe pic.twitter.com/Rchvov1uNf",,#IdukkiDam #KeralaFloods #keralaRains #keralarains #kerala #BeSafe
2018-08-09 11:10:03,rajesh_r77,0,"Rain rain go away.. #Rain #KeralaRain #KeralaFloods",,#Rain #KeralaRain #KeralaFloods
2018-08-09 11:09:24,Studioj2011,0,"Flights cancelled Stuck in Airport. Hope late evening flight operates #IdukkiDam #KeralaFloods #KeralaRain https:// twitter.com/MoviePlanet8/s tatus/1027461746552922114 …",,#IdukkiDam #KeralaFloods #KeralaRain
2018-08-09 11:08:03,NewsWorldIN,0,"20 Killed Due To Heavy Rains Across Kerala, 22 Dams Opened Due To Rising Water Levels @CMOKerala #KeralaFloods #KeralaRain @vijayanpinarayi @IYCKerala @IYC http://www. newsworldindia.in/national/kille d-due-to-heavy-rains-across-kerala-dams-opened-due-to-rising-water-levels/306059/ …",@CMOKerala @vijayanpinarayi @IYCKerala @IYC,#KeralaFloods #KeralaRain
2018-08-09 11:06:53,MICDropBaam,0,"#KeralaFloods The state or central governments don't care.",,#KeralaFloods
2018-08-09 11:05:25,tree_monks,1,"After 26 years, shutters of the #IdukkiDam opened for trial run as water level rises up to nearly 2399 ft in the reservoir. 1 of 5 Shutters the middle shutter of the Cheruthoni dam has been lifeted up by 50cm for trial Run. #KeralaFloods #keralaRains #keralarains #kerala #BeSafe pic.twitter.com/89xFUCIZQm",,#IdukkiDam #KeralaFloods #keralaRains #keralarains #kerala #BeSafe
2018-08-09 11:04:23,pvarjun31,0,"Mg university postpone exam but what about admission of supplementary students..Wants to report in the calamity itself??last date to report tomorrow(10/8) 4.30 #KeralaFloods #mgu",,#KeralaFloods #mgu
2018-08-09 11:03:41,name_is_Sana,21,"#IdukkiDam shutter open after 26 years. Trial Run (50cm) Now n the situation is in control. #KeralaFloods #KeralaRains pic.twitter.com/RulvD4Aejg",,#IdukkiDam #KeralaFloods #KeralaRains
2018-08-09 11:03:19,PRjitH_,13,"#KeralaFloods #keralaRains #Kerala Be safe pic.twitter.com/6HA45dESvY",,#KeralaFloods #keralaRains #Kerala
2018-08-09 11:03:07,RapidResponse,2,"Heavy Monsoon Rains caused severe landslides and flooding in many parts of Kerala. We are currently monitoring the situation. #KeralaFloods #KeralaRain #KeralaFlood #Kerala pic.twitter.com/AquvsFghFH",,#KeralaFloods #KeralaRain #KeralaFlood #Kerala
2018-08-09 11:02:50,VijayFansTweet,1,"District helpline numbers #KeralaFloods #Keralarains https://twitter.com/AVFOTeam/status/1027508533003091968/photo/1 pic.twitter.com/C6eXoPtK9a",,#KeralaFloods #Keralarains
2018-08-09 11:02:25,IamHiralRana,1,"District Control Room Numbers. More rains in store for Kerala: Met Dept predicts heavy rainfall until Friday. #KeralaFloods #KeralaRain #PleaseRT https:// twitter.com/dhanyarajendra n/status/1027500383877267457 …",,#KeralaFloods #KeralaRain #PleaseRT
2018-08-09 10:49:19,NewsMobileIndia,3,"20 people killed in Kerala’s torrential rains; flights resumed after 2 hours http:// bit.ly/2vW6BBM #KeralaFloods",,#KeralaFloods
2018-08-09 10:42:55,dt_next,1,"Heavy rains in Kerala today claimed 20 lives, leaving a trail of destruction across the southern state https://www. dtnext.in/News/TamilNadu /2018/08/09160608/1083541/Idukki-dam-shutter-opened-after-26-years-arrivals-.vpf?TId=112141 … #KeralaFloods #keralarains #IdukkiDam",,#KeralaFloods #keralarains #IdukkiDam
2018-08-09 10:36:52,RenjiniVarghese,9,"District helpline numbers Kerala #keralafloods #keralarains pic.twitter.com/GxMSWij8Gx",,#keralafloods #keralarains
2018-08-09 10:36:30,Hariindic,2,"Due to heavy rains in #Kerala , Idukki dam opened for the first time in 26 years. #KeralaFloods",,#Kerala #KeralaFloods
2018-08-09 10:35:18,Oneindia,0,"Kerala floods update: Over 100 houses vacated,12 camps set up in Paravur Taluk #keralarains #IdukkiDam #Keralafloods https://www. oneindia.com/india/kerala-f loods-update-water-is-flowing-into-the-operational-area-of-kochi-international-airport-2752769.html?utm_campaign=writer-share&utm_source=Chennabasaveshwar-promo&utm_medium=social …",,#keralarains #IdukkiDam #Keralafloods
2018-08-09 10:34:55,TheWeekLive,3,"#UPDATE : Trail run at Cheruthoni dam to go on till 4:30 pm on Thursday https:// bit.ly/2M3fHqY #KeralaFloods",,#UPDATE #KeralaFloods
2018-08-09 10:23:03,TheWeekLive,9,"#Kerala Update: Operations resume at #cochin International Airport after halting arrivals for some time on Thursday, says official https:// bit.ly/2Mw3F5T #CIAL #KeralaFloods",,#Kerala #cochin #CIAL #KeralaFloods
2018-08-09 10:12:56,Pradeep_Kunnath,0,"State of affairs In Kerala right now #KeralaFloods #KeralaRain #IdukkiDam https:// twitter.com/rajannair17/st atus/1027405728406036481 …",,#KeralaFloods #KeralaRain #IdukkiDam
2018-08-09 10:12:40,NewIndianXpress,15,"Heavy rain triggers landslides in #Idukki , at least 10 persons dead. View here: https:// goo.gl/kYPcXx Also read, Kerala monsoon fury: 20 deaths in a day: https:// goo.gl/azHLS5 #KeralaRain #KeralaFloods pic.twitter.com/onm4dklU7g",,#Idukki #KeralaRain #KeralaFloods
2018-08-09 10:12:19,krishnan_s,0,"its near my house, Fully submerged till first floor. heaviest downpour ever seen. scary scenes. #KeralaFloods #Rainstorm https:// twitter.com/manoramanews/s tatus/1027461647042924544 …",,#KeralaFloods #Rainstorm
2018-08-09 10:08:35,aswin1985,2,"Is Varuna reclaiming the land from Parasurama? Can someone talk to the water God please? #Keralafloods #keralaflood Wayanad is cut off. Parts of Palakkad Idukki Ernakulam Kozhikode Malappuram Allepey Kottayam are effected.",,#Keralafloods #keralaflood
2018-08-09 10:07:36,VeeJenish,1,"Heavy Rain & Landslides in Kerala. Prayers for Kerala ,,, #KeralaFloods",,#KeralaFloods
2018-08-09 10:07:03,dilrajnp,1,"Guidelines for tourists in #KeralaFloods . Things to avoid while travelling in #Kerala in the heavy rain. pic.twitter.com/yy3TT7odnM",,#KeralaFloods #Kerala
2018-08-09 10:03:02,dilrajnp,1,"Avoid roads like these as heavy rain lashing in the hilly regions of #Kerala Floods situation worsens #KeralaFloods pic.twitter.com/K8FGvDHDJo",,#Kerala #KeralaFloods
2018-08-09 10:02:18,dearrathish,0,"Sad, Kerala choked with Monsoon .. Cochin Airport closed. #Keralafloods",,#Keralafloods
2018-08-09 10:01:16,bpradeepnair,0,"Kochi airport has resumed operations after briefly suspending incoming flights. #keralarains #KeralaFloods",,#keralarains #KeralaFloods
2018-08-09 09:58:11,dilrajnp,0,"Be on the safer side. #KeralaFloods https:// twitter.com/TrekKerala/sta tus/1027493340478988289 …",,#KeralaFloods
2018-08-09 09:56:41,Madrassan_Pinky,90,"#KeralaRain One shutter of the Cheruthoni Dam, a part of the dam system of the Idukki hydel reservoir, opened after 26 years, following heavy rains. #KeralaFloods @abpnewstv pic.twitter.com/QgcjLmMxVK",@abpnewstv,#KeralaRain #KeralaFloods
2018-08-09 09:54:36,TrekKerala,1,"Avoid taking selfie and photos by the side of flooding river #Kerala #KeralaFloods pic.twitter.com/Dblj6Iw2kM",,#Kerala #KeralaFloods
2018-08-09 09:54:17,rajeshkumarc1,23,"Kerala is facg an unprecedentd heavy rains. All 44 rivers r flowg over the banks, For d first time 22 dams shutters opend together. All low lying areas are inundated & normal life of thousands has been affected. More than 50 ppl died. Only thing to say is #StaySafe #KeralaFloods pic.twitter.com/pLqB13DJVu",,#StaySafe #KeralaFloods
2018-08-09 09:50:52,TweetsOfSunil,0,"After 26 years, shutters of the #IdukkiDam opened for trial run as water level rises up to nearly 2399 ft in the reservoir. One of the 5 Shutters the middle shutter of the Cheruthoni dam has been lifeted up by 50cm for trial Run. #KeralaFloods pic.twitter.com/xoL6W3V7Ql",,#IdukkiDam #KeralaFloods
2018-08-09 09:47:33,jabinchacko,0,"#KeralaFloods #keralarains Hope things will get sorted soon! https:// twitter.com/ANI/status/102 7490825574535168 …",,#KeralaFloods #keralarains
2018-08-09 09:46:40,KananUdeshi1,0,"Kerala Rains cause heavy landslides and flooding after the Idukki dam was opened after 26 years #KeralaFloods #keralarains pic.twitter.com/arjvatO4dP",,#KeralaFloods #keralarains
2018-08-09 09:43:02,sakcbe,0,"OMG! #KeralaFloods have taken the State to the brink! Last week, there was a lot of talk of Idukki dam being opened. But the situation petered out. Now, all of a sudden, we're told the dam's gates are being opened!",,#KeralaFloods
2018-08-09 09:39:23,PayelSe77728161,0,"Kerala flood kills 20 people #Kerala #KeralaFloods pic.twitter.com/XPynP2Ou9V",,#Kerala #KeralaFloods
2018-08-09 09:36:58,iBitterScotch,3,"My apeal to all young energetic keralite youths to unite and help the needy of floods. Show us your ur united strength. #unitedkerala #keralarains #keralayouth #RT #Kerala #KeralaFloods #collectivestrength @DrShrinidh",@DrShrinidh,#unitedkerala #keralarains #keralayouth #RT #Kerala #KeralaFloods #collectivestrength
2018-08-09 09:34:06,jioxpressnews,0,"#KeralaFloods leave 20 dead, Nehru boat race postponed. http:// tinyurl.com/ybltpuuy #BOATRACE #Monsoon2018",,#KeralaFloods #BOATRACE #Monsoon2018
2018-08-09 09:32:56,OnmanoramaLive,2,"#KeralaFloods Kerala CM Pinarayi Vijayan has said that as many as 22 dams have been opened. The CM termed it an unprecedented situation https:// english.manoramaonline.com/news/kerala/20 18/08/09/kerala-heavy-rain-idamalayar-dam-idukki.html … pic.twitter.com/lAyobylKgK",,#KeralaFloods
2018-08-09 09:21:30,_muraliwrites,1,"#KeralaFloods so, national media again suffers the tyranny of distance. No coverage of an unprecedented situation.",,#KeralaFloods
2018-08-09 09:00:27,Oneindia,5,"Heavy rains, landslides claim 18 lives in Kerala #KeralaFloods #keralarains #Idukkidam https://www. oneindia.com/kochi/heavy-ra ins-landslides-claim-16-lives-in-kerala-2752536.html?utm_campaign=writer-share&utm_source=Chennabasaveshwar-promo&utm_medium=social …",,#KeralaFloods #keralarains #Idukkidam
2018-08-09 08:53:12,NH_India,10,"At least 18 people were killed as heavy rains and landslides hit parts of #Kerala on Thursday. Water was released from #Idamalayardam and #Idukkidam shutter is likely to be opened too #Keralarains #KeralaFloods https://www. nationalheraldindia.com/india/heavy-ra ins-lash-kerala-landslides-and-floods-kill-18 …",,#Kerala #Idamalayardam #Idukkidam #Keralarains #KeralaFloods
2018-08-09 08:52:09,chhaya668,1,"#KeralaFloods It is very sad to listen news about so many people have lost their lives in the flood.If it is every years problem then how did they were not aware?",,#KeralaFloods
2018-08-09 08:46:11,richusalam,4,"National media doesn't pay attention to #KeralaFloods Kerala on high alert and the situation is getting worse. @MirrorNow",@MirrorNow,#KeralaFloods
2018-08-09 08:40:28,drshamamohd,8,"Anguished to hear of the death of more than 18 people in heavy rains & landslides in #KeralaFloods . My thoughts are with the families of the deceased. The state govt must step up relief efforts to ensure that more lives aren't lost. https:// timesofindia.indiatimes.com/city/thiruvana nthapuram/18-killed-in-landslides-and-heavy-rains-in-kerala/articleshow/65334807.cms …",,#KeralaFloods
2018-08-09 08:33:52,RajeshMenon70,0,"Probably #Kerala rain was not taken into account #Keralafloods #monsoon https:// twitter.com/SkymetWeather/ status/1027472125211357184 …",,#Kerala #Keralafloods #monsoon
2018-08-09 08:29:32,Oneindia,0,"#Breaking | Nehru Trophy Boat Race has been cancelled: Kerala CM Pinarayi Vijayan #keralarains #KeralaFloods",,#Breaking #keralarains #KeralaFloods
2018-08-09 08:28:55,RajeshMenon70,110,"The ingenious #Malayali will never leave a chance. Fishing at #Palakkad bus stand #Keralafloods pic.twitter.com/RjRamUCQq8",,#Malayali #Palakkad #Keralafloods
2018-08-09 08:17:14,GargiRawat,37,"The gates of 22 dams have been opened in Kerala due to increasing water levels . 20 dead in floods and landslides.. Cochin Airport suspends incoming flights #Kerala #KeralaFloods",,#Kerala #KeralaFloods
2018-08-09 08:16:26,RajeshMenon70,5,"Chandranagar junction in #Palakkad #Kerala the main junction that connects Coimbatore #Keralafloods pic.twitter.com/P0u0Pa2B9a",,#Palakkad #Kerala #Keralafloods
2018-08-09 08:15:46,dhanyarajendran,16,"'Unprecedented situation': Kerala CM takes stock as heavy rains lash the state. #KeralaFloods #KeralaRains https://www. thenewsminute.com/article/unprec edented-situation-kerala-cm-takes-stock-heavy-rains-lash-state-86248 …",,#KeralaFloods #KeralaRains
2018-08-09 08:15:11,RajeshMenon70,5,"#Monsoon fury at Chandranagar in #Palakkad in #Kerala #Keralafloods pic.twitter.com/VIr8bwuArZ",,#Monsoon #Palakkad #Kerala #Keralafloods
2018-08-09 07:55:40,MoviePlanet8,5,"As a measure of precaution, Cochin airport closed for all arrival flights stopping from 1.10 pm today #IdukkiDam #KeralaFloods #KeralaRains",,#IdukkiDam #KeralaFloods #KeralaRains
2018-08-09 07:49:04,MoviePlanet8,306,"Historic Moment After 26 years, shutters of the #IdukkiDam opened for trial run as water level rises up to nearly 2399 ft in the reservoir. One of the 5 Shutters the middle shutter of the Cheruthoni dam has been lifeted up by 50cm for trial Run. #KeralaFloods #keralaRains pic.twitter.com/oeJeET39as",,#IdukkiDam #KeralaFloods #keralaRains
2018-08-09 07:39:22,ajithucc,1,"Flood alert: Cochin International Airport stops arrival operations as a precautionary measure #keralarains #KeralaFloods #EdamalayarDam #Kerala #CIAL pic.twitter.com/CNBRepv9sx",,#keralarains #KeralaFloods #EdamalayarDam #Kerala #CIAL
2018-08-09 07:33:49,ajithucc,0,"Idukki dam shutters opened. Trial run started #Idukki #IDUKKIDAM #IDAMALAYAR #EdamalayarDam #periyar #waterlever #Keralarains #KeralaFloods pic.twitter.com/dcTWyg5VwA",,#Idukki #IDUKKIDAM #IDAMALAYAR #EdamalayarDam #periyar #waterlever #Keralarains #KeralaFloods
2018-08-09 07:31:25,merinews,8,"#BREAKING : After 26 years, shutters of the #IdukkiDam opened for trial run as water level rises up to nearly 2399 ft in the reservoir. One of the 5 Shutters the middle shutter of the Cheruthoni dam has been lifeted up by 50cm for trial Run. #KeralaFloods #keralaRains pic.twitter.com/0PX9vMb19M",,#BREAKING #IdukkiDam #KeralaFloods #keralaRains
2018-08-09 07:24:30,DeccanHerald,0,"10 people were killed in landslides in Idukki, five in Malappuram, two in Kannur and one in Wayanad district. #KeralaFloods https://www. deccanherald.com/national/18-ki lled-landslides-and-heavy-686511.html …",,#KeralaFloods
2018-08-09 07:18:45,NedrickExpress,3,"20 people die in #Kerala owing to flooding and landslides following heavy and incessant rains #keralarains #KeralaFloods @CMOKerala",@CMOKerala,#Kerala #keralarains #KeralaFloods
2018-08-09 07:14:28,sunandnr,2,"#KeralaFloods -truly flooded it is!! #climatechange",,#KeralaFloods #climatechange
2018-08-09 07:13:39,TheWeekLive,7,"#idukki dam shutters opened, alert issued in #Kerala https:// bit.ly/2M3fHqY #KeralaFloods #keralarains",,#idukki #Kerala #KeralaFloods #keralarains
2018-08-09 07:07:00,shanksnews,0,"#idukki dams third shutter opened for first time in 26 years in #Kerala Flooding likely in #periyar and #aluva #KeralaFloods",,#idukki #Kerala #periyar #aluva #KeralaFloods
2018-08-09 06:53:04,IExpressSouth,13,"#KeralaFloods | Most of the casualties have been reported from Idukki district in central Kerala with 10 deaths https:// indianexpress.com/article/india/ kerala/kerala-landslides-heavy-rainfall-dead-in-idukki-malappuram-5298816/ …",,#KeralaFloods
2018-08-09 06:41:14,FinancialXpress,7,"#KeralaFloods : Heavy #rainfall , landslides kill at least 18 https://www. financialexpress.com/india-news/ker ala-rains-heavy-rainfall-landslides-kill-at-least-18/1274889/ …",,#KeralaFloods #rainfall
2018-08-09 06:32:42,peekeymon,0,"What’s this professional college shit in Kerala? Every time collector announces holidays due to rains etc professional colleges are exception. Don’t they have any concern for their safety #KeralaFloods",,#KeralaFloods
2018-08-09 06:03:00,Ansariabba,0,"#Kerala hits heavy rains. #KeralaFloods 13 deaths reported and 8 missing across the states. Dams shutter opened to lesser calamity. Huge loses incurred. @CMOKerala have taken measures to ensure safety and minimise lose. A new state development plan should be created for future. pic.twitter.com/PImfwnfUF5",@CMOKerala,#Kerala #KeralaFloods
2018-08-09 05:12:39,ChennaiRains,25,"#Palakkad records 214 mm rainfall for the 24 hours ending today morning 8:30 AM. Thats just about 20 mm short of highest recorded 24 hour rainfall in the city, 236 mm way back in May 1957, no wonder most areas are seeing floods #Keralafloods #Kerala #COMK pic.twitter.com/pbmV7aHfyK",,#Palakkad #Keralafloods #Kerala #COMK
2018-08-09 05:11:06,dr_chopper786,0,"They're catching FISH!! THESE GUYS ARE INSANE. They're using our mango grabbing basket-thingy to catch fish. Wait is that my parents? #GlobalWarming #KeralaFloods pic.twitter.com/qaezXISo44",,#GlobalWarming #KeralaFloods
2018-08-09 05:02:18,dr_chopper786,0,"Palakkad is siiinking!!! The prophecy is true. My neighbours standing outside. Watching our neighbourhood flood. Least bothered about their lives. Stay at home foolish people. Yes, I'm okay guys. #GlobalWarming #KeralaFloods pic.twitter.com/61wGbD5A4w",,#GlobalWarming #KeralaFloods
